"pronoun"	"verb"	"context"	"filename"
"11026"	"we"	"struggled"	" ``When we were down, we struggled,'' he said, ``and when we were up, we thought we were unbeatable. It was disappointing when we couldn't overcome the pressure.'' </P> "	"nyt_eng_199412.gz"
"28899"	"he"	"struggled"	" After Daly returned to competition in the season-opening Mercedes Championship, supported by his wife Paulette, he struggled, and recent migraines reached a troublesome peak at the Greater Hartford Open, leading to a three-week hiatus from competitive golf. But he made his inaugural visit to St. Andrews a triumphant one. Cheered by raucous supporters from the Royal &AMP; Ancient clubhouse to the Eden estuary, Daly gave them plenty to revel in. </P> "	"nyt_eng_199507.gz"
"80429"	"she"	"struggled"	" But a witness said that before the robber fatally stabbed Ms. Davis, she struggled, knocked the gun from his hand and saved the lives of the two men who were next in line to die. </P> "	"nyt_eng_199612.gz"
"83023"	"he"	"struggled"	" ``The first month of the season, he struggled,'' Vancouver coach Brian Winters said of Peeler. ``As a player, sometimes you get into a rut and you don't play well. And then all of a sudden you hit a period where you start playing well and you just ride it. </P> "	"nyt_eng_199701.gz"
"88012"	"he"	"struggled"	" Alfonzo knew of the praise that always came his way from the former manager, even knew of the sympathy Green voiced when he lamented not being able to give Alfonzo enough at-bats the first half of last season. When the Mets finally moved Kent and Vizcaino to Cleveland, it seemed to improve Alfonzo's situation. But given an opportunity to play every day, he struggled, a sign that the rust had taken its toll. </P> "	"nyt_eng_199702.gz"
"94683"	"he"	"struggled"	" This April, when injuries created a starting spot for Hamilton, he struggled, batting .127 until minor injuries landed him on the disabled list. He acknowledged he missed an opportunity to secure a spot and did not blame Valentine. But Hamilton has hit .340 in June, although he had started just six of the last 15 games. He is batting .214. </P> "	"nyt_eng_200106.gz"
"100948"	"they"	"struggled"	" ``When I watched them play on tape, everybody that's played them has had a hard time moving the ball,'' Slocum said. ``Kansas State hit a couple big plays in the second half, but other than that, they struggled, too. </P> "	"nyt_eng_200111.gz"
"104502"	"I"	"struggled"	" ``I started out pretty good, I struggled, and as a result, I had some problems with Dallas,'' Burnitz said. ``But those days are so far gone. I'm really happy about it. I really believe some good things are happening.'' </P> "	"nyt_eng_200201.gz"
"107289"	"she"	"struggled"	" The adjustment wasn't easy. On defense, Evans was still solid. On offense, she struggled, making only 5 of 28 field goals in the Lady Frogs' first four games. </P> "	"nyt_eng_200202.gz"
"147951"	"I"	"struggled"	" In the middle of the year, I struggled, and I'll be the first to admit it, Lowe said. There wasn't a more disappointed guy in all of baseball than myself when it came to those four or five weeks when I struggled. I just kept telling myself that it was a long year and things could turn around. </P> "	"nyt_eng_200501.gz"
"172981"	"he"	"struggled"	" The long shadow of William Faulkner, along with those of Thomas Wolfe and Robert Penn Warren, fell over Styron's work, and like many members of the postwar generation, he struggled, at least initially, to come to terms with the daunting achievements of his predecessors. His prose bore the full imprint of the Southern tradition: It was lush, luxuriant, sometimes purple, and it was often put in the service of decidedly violent and gothic storylines. </P> "	"nyt_eng_200611.gz"
