"pronoun"	"verb"	"context"	"filename"
"6412"	"he"	"recalled"	" The warm day had turned chilly, he recalled, with a north wind whipping through the crowd. </P> "	"nyt_eng_199410.gz"
"6502"	"he"	"recalled"	" When he refused, he recalled, the workers told him he should be happy to find his factory intact. The crisis was resolved, but the threat lingers, he said. </P> "	"nyt_eng_199410.gz"
"6930"	"he"	"recalled"	" The rating reversal was the latest twist in the slacker Cinderella story behind ``Clerks,'' which grew out of Smith's six years as a register jockey at a succession of convenience stores in and around his hometown of Highlands, N.J., not far from Asbury Park. At the time, he recalled, it wasn't a bad way of life but his parents, with whom he lived, were somewhat concerned. </P> "	"nyt_eng_199410.gz"
"7621"	"he"	"recalled"	" When Russell was in the California Air National Guard, he recalled, ``I asked them, `Why do you have to cut your hair?' They said, `So lice don't get in.' So bang -- off came the hair.'' </P> "	"nyt_eng_199410.gz"
"7972"	"she"	"recalled"	" (Beverly Bundy is food editor of the Fort Worth Star-Telegram. Send recipes and requests to her in care of the newspaper, Box 1870, Fort Worth, TX 76101-1870. Include a daytime phone number. Responses to requests will be made only through this column.) </P> </TEXT> </DOC> <DOC id=NYT_ENG_19941102.0243 type=multi > <HEADLINE> FAVORABLE FORECAST FOR RUNNERS </HEADLINE> <DATELINE>  (BC-RUN-NYMARATHON-BRIEFS-NYT) </DATELINE> <TEXT> Three days before the 25th New York City Marathon, the marathon's perennial heated weather debate seems to be tilting away from the Allan Steinfeld sunny spectator skies model and toward the colder-the-better runners' position staked out by the marathon's founder, Fred Lebow.   Lebow, who died on Oct. 9, once described the marathon ideal as ``a temperature between 40 and 45 degrees and raining.'' Steinfeld, Lebow's successor as marathon director, prefers balmy weather that will lure huge crowds. ``The runners,'' he noted, ``will be there no matter what.''   Wednesday, offering a highly preliminary forecast, Fred Gadomski, a Penn State meteorologist, said that the race, which starts at 10:50 a.m. Sunday was likely to begin with the temperature in the low 60s and that showers would probably develop by early afternoon, bringing race readings down to the mid 50s.   That would be fine with Ritva Lemettinen of Finland, one of the elite runners at Wednesday's marathon news conference. ``I hope the weather is 10 degrees,'' she said, using the centigrade equivalent of 50, ``with a wind at my back.''   Or maybe a blizzard. When she won the Chicago marathon last year, she recalled, it was below freezing, ``and snowing.''   According to Lemettinen and Emma Scaunich of Italy, who was sixth in the women's race here last year and expects to be in the top five this year, the runners to beat on Sunday are Olga Appell, who was second in 1993; Wanda Panfil, the 1990 winner; Albertina Dias of Portugal, and two Romanian runners, Adriana Barbu and Anuta Catuna.   ``The Romanians can be very strong,'' said the 40-year-old Scaunich, who seems a shoo-in for the master's title.   Offering an elite runner's view of the men's division, German Silva of Mexico said that Vincent Rousseau of Belgium would be strong and so would his Mexican countrymen, among them Salvador Garcia, the 1991 winner, and Arturo Barrios, a new U.S. citizen who placed third last year.   But the man to beat, according to Silva, is Silva. ``I think I will win,'' he said.   The first thing Scott Lange, the marathon's marketing director, wants you to know is that he did not lose the Ronzoni account. It's just that Borden, which makes both a pasta (Creamette) and a pasta sauce (Aunt Millie's), offered ``considerably more money'' than Ronzoni, a one-product pasta company, to become the marathon's official pasta sponsor.   The second thing he wants you to know is that it was Lebow who made the reluctant final decision to sever the 10-year relationship with Ronzoni in favor of the big Borden bucks.   What Lang would just as soon you not know is anything about the two pasta scandals that emerged at Wednesday's news conference.   For one thing, none of the five winners of the five-borough contest to select pasta recipes for Saturday night's pasta party at Tavern on the Green came from the Bronx. According to the chief judge, Paul Poidevin, the restaurant's executive chef, the judging was done at a borough-blind tasting. ``We didn't know where any of them came from,'' he said.   For another, it was discovered that Aunt Millie's Low Fat spaghetti sauce has three times as much fat as Aunt Millie's Family Style sauce. It seems that by replacing high-fat meat with really high-fat cheese, Aunt Millie produced a ``low-fat'' sauce that derives 43 percent of its calories from fat. Don't call the cops. The company says the ``Low Fat'' label is legal.   Don't expect a gold-medal performance on Sunday from Johann Koss of Norway.   It's not so much that Koss, who won three gold medals in speed skating at the 1994 Winter Olympic Games, doesn't run nearly as well as he skates. It's just that he will be serving as an escort for his disabled countryman, Ketel Mo, who has cystic fibrosis and expects to take seven hours to complete the 26.2-mile course.  </TEXT> </DOC> <DOC id=NYT_ENG_19941102.0245 type=multi > <HEADLINE> CUSTOMIZED WHITE PAGES DESCRIPTIONS HAVE A UNIQUE RING </HEADLINE> <DATELINE> LOS ANGELES  (BC-WHITE-PAGES-LADN) </DATELINE> <TEXT> In the land of vanity license plates, could vanity telephone listings be far behind?   Paul Hopkins thought not. The 65-year-old retired clock maker called Pacific Bell to customize his listing in the White Pages, maybe add a word or two to help him stand out from the sea of Hopkinses in the Valley.   ``I've been in the clock and jewelry business in North Hollywood for 40 years ... then retired,'' Hopkins said. ``So many people want to know where you are, what happened to you, that I thought there must be a way.''   A few calls to Pacific Bell, and Hopkins bought a line of type under his name that proclaimed him to be a ``clock maker.'' Now long-lost customers and friends beat a path to his telephone.   ``I have had a lot of old friends call who thought I was dead and gone and lost forever,'' Hopkins said.   For $6 per year, Pacific Bell customers can spell out their business, hobby, religious affiliation or even nickname. Vanity license plate rules apply -- no profanity, no racial slurs, nothing illegal and nothing that could irritate other people.   Less than 10 percent of the people listed in the White Pages choose the service, which began in 1985, said Brenda Flood, product manager for the White Pages listings at Pacific Bell. But interest in the special listings is growing as more people begin small businesses and work out of their own homes, she said.   The company is considering other options for the White Pages, including a choice of type faces such as italics or script.   ``Californians travel and see things in other directories that they want at home,'' Flood said. ``Sometimes they send me actual pages from other directories and say, `Can't we have this?'''   Other special San Fernando Valley listings include Rolphe Kent, a ``composer for film,'' and Steven J. Green, ``film maker.''   Robert A. Miller, who owns Cosmo Electric, hopes ``Electrical contractor'' helps him stand out from the 37 other Robert Millers and nine Robert A. Millers in his neck of the White Pages.   ``Gourmet Italian chef,'' Donatello Castelli's listing, helps potential customers who lose the Van Nuys chef's business card but remember his name and his food.   Jerry Mills might know you're calling even before you finish dialing. His listing is ``palmistry, astrology, hypnotherapy.'' L.S. Jones, ``Laurel and Hardy Club,'' probably has a few funny things to say. And Scott Bornstein, ``memory expert,'' doesn't have to think twice before reeling off his Northridge telephone number. Antonio Cruz, ``gardener -- jardinero,'' landscapes in two languages.   Canoga Park psychotherapist Sheila Goss got more and less than she bargained for. A licensed therapist, her personalized listing reads ``psycho therapist.''   ``You're kidding? Really?'' Goss exclaimed, and started to laugh. ``Oh no -- that's so funny.''   So far, the descriptive line has neither hurt nor helped her business, she said.   ``I thought it might help business, that someone might just be looking through the phone book and see it,'' Goss said. ``I'll have to look it up and see what it actually says, though. I might want to do something about that.''  </TEXT> </DOC> <DOC id=NYT_ENG_19941102.0247 type=story > <HEADLINE> PRESIDENT CAMPAIGNS HARD, BUT ONLY FOR DEMOCRATS WHO WANT HIM TO </HEADLINE> <DATELINE> PROVIDENCE, R.I.  (BC-CLINTON-STUMP-NYT) </DATELINE> <TEXT> "	"nyt_eng_199411.gz"
"8403"	"he"	"recalled"	" In his neighborhood, he recalled, he and his friends hopped a fence so often to cut across one family's yard that the father finally did something about it: he put a gate in the fence. ``Now,'' Rowland said, ``they'd probably call the police.'' </P> "	"nyt_eng_199411.gz"
"8533"	"he"	"recalled"	" The experience, he recalled, taught him to be fast on his feet and persistent -- qualities that came in handy when he was in law school at the University of Kentucky. By then, at 23, he was married and had three children. ``I got a fast start,'' he said. </P> "	"nyt_eng_199411.gz"
"9015"	"she"	"recalled"	" At 17, she recalled, ``I fell in love and was just totally freaked out by the fact that I was not `normal.' '' When her relationship came to light at her sorority, she was expelled. </P> "	"nyt_eng_199411.gz"
"9350"	"she"	"recalled"	" When she asked one library official why no one had spread the word, she recalled, he said: `` `This is not a sexy issue. It's such a dry issue.' I said, `No, it's not!' I was just on fire with it.'' </P> "	"nyt_eng_199411.gz"
"9693"	"he"	"recalled"	" He then nearly starved, surviving in the jungle by desperately eating insects, lichens and, he recalled, chewing the leather of his shoes. He lost all of his teeth as a result, he said, but returned to Japan charged with a pragmatic spirit, which has infused his no-nonsense Daiei stores, and an understanding that only the powerful have the ability to determine their own fate. </P> "	"nyt_eng_199412.gz"
"10175"	"he"	"recalled"	" ``There's an awful lot to discuss and debate over the next year,'' Nisbet said. ``It's on thin ice but I wouldn't count it out.'' </P> </TEXT> </DOC> <DOC id=NYT_ENG_19941209.0253 type=multi > <HEADLINE> SEN. JOHN KERRY TO WED REPUBLICAN </HEADLINE> <DATELINE> NEW YORK  (BC-PEOPLE-BRIEFS-NYT) </DATELINE> <TEXT> It's hard to talk about Pope John Paul II as the man of the moment, but what else can be said about someone who has a book at the top of the best-seller list, a play in New York and, it is said, a new CD in the wings?   Sunday, the book, ``Crossing the Threshold of Hope,'' published by Knopf, will have been on the New York Times best-seller list for six weeks.   The name of the play, written by the pope in 1960 under the pseudonym Andrzej Jawien, is ``The Jeweler's Shop.''   It opened last week for a limited engagement at the St. Bart's Playhouse and will be performed Saturday night and Sunday afternoon and evening.   A musical drama, the play focuses on the theme of love through the experiences of three different couples.   ``The pope was a playwright, an actor, a director, a translator and a drama critic for the local paper in Cracow,'' George Gordon, the producer of the play, said.   When Gordon met Pope John Paul at the Vatican five years ago, he recalled, ``He told me, `I wish I could do some more theatrical writing. Maybe some day I will when I have the opportunity.' ''   And now, there is word that a double CD of the Pope reciting the rosary, which has gone platinum in Spain, may be rerecorded for distribution in this country.  </TEXT> </DOC> <DOC id=NYT_ENG_19941209.0254 type=story > <HEADLINE> HOUSE DEMOCRATS FACE PAINFUL CHOICES </HEADLINE> <DATELINE> WASHINGTON  (BC-REPUBS-HOUSE-590&AMP;ADD-NYT) </DATELINE> <TEXT> "	"nyt_eng_199412.gz"
"10786"	"he"	"recalled"	" When Soviet tanks went into Baku, Azerbaijan, in January 1989, he recalled, all journalists were barred from entering the city. </P> "	"nyt_eng_199412.gz"
"11010"	"she"	"recalled"	" Ms. Geduldig dreamed up the show in October 1993, while performing in the Peking Garden Club, a Chinese restaurant near Northampton, Mass. Miraculously, she recalled, a muse fought off all the waitresses serving shrimp in lobster sauce, and found her way to the stage. ``It was a calling from beyond,'' she said. </P> "	"nyt_eng_199412.gz"
"11025"	"he"	"recalled"	" Just the other morning, he recalled, he thought back to the old days -- you remember, September -- and how the new Jets era was filled with promise. The word that came to Carroll's mind was ``innocence.'' </P> "	"nyt_eng_199412.gz"
"11157"	"he"	"recalled"	" It was a Sunday afternoon, he recalled, and he was with his mother and father in a 1947 black Dodge sedan, rolling along the Merritt Parkway and listening to a radio dramatization of the Fitzgerald short story ``The Diamond as Big as the Ritz.'' </P> "	"nyt_eng_199412.gz"
"11560"	"she"	"recalled"	" But he is far from alone in the field. ``What we see is that everything that goes up gets faked,'' Ms. Lowenthal said. In one notorious case, she recalled, two principals of the Center Art Galleries of Honolulu just began prison terms for selling counterfeit works by Dali, Chagall, Miro and by celebrity artists like Red Skelton. </P> "	"nyt_eng_199501.gz"
"11916"	"he"	"recalled"	" Abe Landry kept up with Bolen since they both worked for the U.S. Postal Service in the 1950s. During the 1960s, he recalled, Bolen liked to drink but always had a job and nice place to live. He was married briefly but had no children. </P> "	"nyt_eng_199501.gz"
"12551"	"he"	"recalled"	" The early financial market reaction, he recalled, was muted. Then, as it became clear that Germany faced a huge bill to rebuild the devastated eastern economy, interest rates began to rise and the German mark strengthened, with the later effect based on the expectations for higher rates. </P> "	"nyt_eng_199501.gz"
"12741"	"she"	"recalled"	" Going through interviews for a residency in surgery invariably meant questions about whether Yeh was planning to have a baby, she recalled, as well as warnings that the tough conditions made women like her weep. </P> "	"nyt_eng_199501.gz"
"13081"	"he"	"recalled"	" So he began experimenting with collages, using cartons, metal sheets, cloth, string and other materials that, he recalled, ``I could tear at to give vent to my passions.'' </P> "	"nyt_eng_199501.gz"
"13562"	"she"	"recalled"	" Cukierski was most struck, however, by an elderly man who came by last fall and, she recalled, ``started looking around for books on polar expeditions.'' </P> "	"nyt_eng_199501.gz"
"13564"	"he"	"recalled"	" His interest was never actively encouraged, he recalled, perhaps because of the austerities of the Depression, when there was no money for anything so impractical as art classes at Greenup County's McKell High School. </P> "	"nyt_eng_199501.gz"
"13566"	"he"	"recalled"	" His interest was never actively encouraged, he recalled, perhaps because of the austerities of the Depression, when there was no money for anything so impractical as art classes at Greenup County's McKell High School. </P> "	"nyt_eng_199501.gz"
"13644"	"he"	"recalled"	" ``She said `You guys never do anything about him,''' he recalled. ```You come out, you have been out here eight times.' And she says `I want him arrested. I want my kids back. I want to go in the house.''' Asked whether she would sign a crime report, he recalled, Mrs. Simpson grabbed the notebook and signed it, ``without even looking, as fast as she could.'' </P> </TEXT> </DOC> <DOC id=NYT_ENG_19950131.0424 type=story > <HEADLINE> PRODUCTION COMPANY SUES FINANCIAL MAGAZINE </HEADLINE> <DATELINE> LOS ANGELES  (BC-POSITIVE-RESPONSE-LADN) </DATELINE> <TEXT> "	"nyt_eng_199501.gz"
"13670"	"he"	"recalled"	" There, he recalled, he sat down and typed out all the possible combinations of his given name, Frederick August Kittel, with his mother's maiden name, Wilson, and so the writer August Wilson came into being. ``When I bought the typewriter, that meant I was not going to be a bus driver and I was not going to be a lawyer,'' he said. ``I was going to write.'' </P> "	"nyt_eng_199502.gz"
"13694"	"he"	"recalled"	" Swindley had found Zurbuchen's account of her friendship in a biography of Cline. He used that for the basis of the play, which, he recalled, was slapped together in a hurry to boost the cash flow for a Houston theater company in financial difficulty. That was in 1988. </P> "	"nyt_eng_199502.gz"
"14091"	"she"	"recalled"	" Seven years ago, when she was 32, Anisa Abd Al-Fattah, an African-American Muslim, observed her first Ramadan. On the first morning of the fast, she recalled, she woke at 10. ``I was almost blinded by a headache,'' she said, ``I had a splitting headache most of the day, a terrible headache, and I didn't understand why this would be anything that God could possibly want.'' </P> "	"nyt_eng_199502.gz"
"14092"	"she"	"recalled"	" Samar Salem Omeish, 12, attends the Islamic Saudi Academy in Alexandria, Va., where she is surrounded by Muslims. But during her first fast three years ago, she recalled, she was hungry, tired and sleepy. ``Thoughts of food crossed my mind -- pizza, chips, drinks,'' she said. After school, she went home to Annandale, Va., turned on the television, and what did she see? </P> "	"nyt_eng_199502.gz"
"14263"	"she"	"recalled"	" Bey recalled performing in Chicago and meeting people who knew Washington. The women, she recalled, had developed tough exteriors. Some even wore guns. </P> "	"nyt_eng_199502.gz"
"15150"	"she"	"recalled"	" He also broke her nose, but most of the blows were to her chest and stomach where no one would see them, she recalled, crying softly at some of the memories. </P> "	"nyt_eng_199502.gz"
"15154"	"he"	"recalled"	" At least part of EDS's stance toward AT&AMP;T is for bargaining purposes. But Fernandes noted how EDS can make good on threats. Six years ago, after IBM jumped into computer services, he recalled, EDS bought 20 percent of Hitachi Data Systems, the major alternative supplier of mainframes. EDS, which describes itself as the country's largest corporate buyer of computers, then shifted much of its business to Hitachi and won lower prices from IBM. </P> "	"nyt_eng_199502.gz"
"16076"	"she"	"recalled"	" In late October, as Mrs. Njoku began her seventh month of pregnancy, she was given her first sonogram. The radiologist would not say much, she recalled, except that she should see Ms. Lewis the next day for an explanation. </P> "	"nyt_eng_199503.gz"
"17140"	"he"	"recalled"	" The most anguished response, he recalled, came from a man who said, ``How can they stop me having my own baby?'' </P> </TEXT> </DOC> <DOC id=NYT_ENG_19950318.0105 type=story > <HEADLINE> IT'S ALL PINKIES UP FOR TEA PARTY PLANS </HEADLINE> <DATELINE> LOS ANGELES  (BC-MIZ-HOTTIPS-COLUMN-LADN) </DATELINE> <TEXT> "	"nyt_eng_199503.gz"
"17799"	"she"	"recalled"	" When she complained about the rocks, she recalled, officials of the Federal Energy Regulatory Commission told her the 18-inch limit was imposed by the state Public Service Commission and that besides, enforcing safety was the responsibility of the federal Transportation Department. </P> "	"nyt_eng_199503.gz"
"18182"	"he"	"recalled"	" His father was an electrician who advocated peace and tolerance. But his mother, he recalled, was a homemaker who sympathized with the Nazis because she credited them with bringing jobs after the Depression. </P> "	"nyt_eng_199503.gz"
"18366"	"he"	"recalled"	" The Republicans' welfare bill, he recalled, includes a provision that would increase grants to states that reduce births to unmarried women. The measure's sponsors argued that this would encourage states to develop programs to counter teen-age pregnancies. </P> "	"nyt_eng_199504.gz"
"18486"	"he"	"recalled"	" The Republicans' welfare bill, he recalled, includes a provision that would increase grants to states that reduce births to unmarried women. The measure's sponsors argued that this would encourage states to develop programs to counter teen-age pregnancies. </P> "	"nyt_eng_199504.gz"
"18682"	"he"	"recalled"	" Once, he recalled, a priest defied orders to step on a rosary left on a barracks floor. </P> "	"nyt_eng_199504.gz"
"19899"	"he"	"recalled"	" Zwigoff, who majored in psychology at the University of Wisconsin, mused that he might have emphasized certain issues because he had entered psychotherapy while shooting the movie. He was born in tiny Weyauwega, Wis. -- ``My grandfather and uncle were probably the only Jewish dairy farmers in the Midwest'' -- and moved to Chicago when he was 5. He grew up, he recalled, watching his father slave away as ``a struggling shoe salesman and then at various thankless jobs in the clothing business.'' </P> "	"nyt_eng_199504.gz"
"19907"	"he"	"recalled"	" Zwigoff, who majored in psychology at the University of Wisconsin, mused that he might have emphasized certain issues because he had entered psychotherapy while shooting the movie. He was born in tiny Weyauwega, Wis. -- ``My grandfather and uncle were probably the only Jewish dairy farmers in the Midwest'' -- and moved to Chicago when he was 5. He grew up, he recalled, watching his father slave away as ``a struggling shoe salesman and then at various thankless jobs in the clothing business.'' </P> "	"nyt_eng_199504.gz"
"19978"	"he"	"recalled"	" Charles Stratton, a computer repairman, was looking for his wife, Dolores, who had been working for about a year as a clerk in the Army recruiting office in the building. He had been on his way to get a lawn mower fixed, he recalled, as a friend rubbed his shoulders when he heard about the blast. </P> "	"nyt_eng_199504.gz"
"20055"	"he"	"recalled"	" Then, he recalled, ``I overheard a guy yelling, `There are kids over here.''' </P> "	"nyt_eng_199504.gz"
"20946"	"she"	"recalled"	" Hart _ who says she would prefer that no one actually enter the Titanic, which she thinks of as a memorial to the dead, including her father _ still comes across in the film as a cheerful survivor who has long since dealt with her grief. She was still raising French bulldogs when the film was made a few years ago, still fond of them after seeing her first one on an April morning in 1912. She did miss her teddy bear, she recalled, and could not understand why her father would not go back to their room and retrieve it before putting her and her mother in the lifeboat. She never wanted another bear, she quite firmly tells the listening camera, no other bear. </P> </TEXT> </DOC> <DOC id=NYT_ENG_19950501.0212 type=story > <HEADLINE> FAITHFULL SINGS HAUNTING SONGS OF `SECRET LIFE' </HEADLINE> <DATELINE>  (BC-MUSIC-REVIEW-BOS) </DATELINE> <TEXT> "	"nyt_eng_199505.gz"
"21698"	"she"	"recalled"	" Gifts were among the relief donations that poured into the city. One room at the center bulged with playthings; it resembled a toy store, she recalled, where children could have anything they wanted. Someone in Texas sent four ``Texas-size'' rabbits weighing 20 to 25 pounds each. </P> "	"nyt_eng_199505.gz"
"22599"	"he"	"recalled"	" That's what happened 40 years ago, he recalled, when a club of workers from the state securities bureau in Detroit came to him desperately begging for help. Their boss had joined and was ruining the club. ``We recommended they discontinue the club and start a new one without her,'' O'Hara said.. </P> "	"nyt_eng_199505.gz"
"22811"	"he"	"recalled"	" That's what happened 40 years ago, he recalled, when a club of workers from the state securities bureau in Detroit came to him desperately begging for help. Their boss had joined and was ruining the club. ``We recommended they discontinue the club and start a new one without her,'' O'Hara said.. </P> "	"nyt_eng_199505.gz"
"23131"	"he"	"recalled"	" But trudging the last few miles through Capitol Homes Tuesday afternoon as a few curious residents looked on, Jackson scoffed at measuring the success of this march that way. Only four sat in at the Greensboro sit-in, he recalled, and Rosa Parks went to jail by herself. Small numbers have caused great movements. </P> "	"nyt_eng_199505.gz"
"23199"	"he"	"recalled"	" But trudging the last few miles through Capitol Homes Tuesday afternoon as a few curious residents looked on, Jackson scoffed at measuring the success of this march that way. Only four sat in at the Greensboro sit-in, he recalled, and Rosa Parks went to jail by herself. Small numbers have caused great movements. </P> "	"nyt_eng_199505.gz"
"23280"	"he"	"recalled"	" His published recollections include an account of the morning of June 13, when he joined friends and relatives of Simpson in his home at 360 North Rockingham. Simpson, he recalled, sat glued to the television set, watching news reports of the killings. </P> "	"nyt_eng_199505.gz"
"23975"	"he"	"recalled"	" The students, he recalled, used their fax to send policy statements to supporters in other cities. In a country where information is controlled by the government, the fax was a weapon. </P> "	"nyt_eng_199506.gz"
"24311"	"she"	"recalled"	" Sobol has had in his corner a member of the state Board of Regents, Adelaide Sanford. When she visited Roosevelt, she recalled, children came up to her and pleaded: ``Can you help us? We really need to learn something in school.'' </P> "	"nyt_eng_199506.gz"
"24384"	"he"	"recalled"	" But when they looked out the windows, he recalled, ``all the vistas started making sense.'' There were paths vaguely in line with the windows. ``It was as if they were waiting to be carried out, to form a stronger relationship between the gardens and the house,'' he said. </P> "	"nyt_eng_199506.gz"
"24738"	"she"	"recalled"	" Sister Germaine, who wears a blue blazer rather than a habit, projects the no-nonsense cheerfulness of a high school principal. She plays piano and guitar, but singing is her first love. ``Singing is something I've been doing all my life and I love to sing,'' she said. In the sixth grade, she recalled, ``I couldn't wait to get in the choir and get up in the choir loft.'' </P> "	"nyt_eng_199506.gz"
"24848"	"she"	"recalled"	" Sister Germaine, who wears a blue blazer rather than a habit, projects the no-nonsense cheerfulness of a high school principal. She plays piano and guitar, but singing is her first love. ``Singing is something I've been doing all my life and I love to sing,'' she said. In the sixth grade, she recalled, ``I couldn't wait to get in the choir and get up in the choir loft.'' </P> "	"nyt_eng_199506.gz"
